Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,0,0,1,0,1
btr392mwtdk0s15txvutshqj9hnsqsw5eu3mnigy.s3-ap-northeast-1.amazonaws.com,0,0,1,4,0,0,0,1,0,1,1,0,0,1,0,1
grupwhatsappsexy.zyns.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
sppiscina.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
churchbrm.org,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
s1577556206.t.en25.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
medellincannabis.co,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
xn--72ca8ce9ah4dwbp9a8jnd.com,0,0,1,5,0,0,0,1,0,0,1,0,0,1,0,1
thelogodept.com,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,1
informes055.wixsite.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
elpla.pl,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,1
ig-always.000webhostapp.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
lunaclothing-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
paxful.com.transfer.boubit.com,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
heliosroofing-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
benamejicityofbaseball.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
honda4fun.com,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
livecalgary.com,0,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1
app66560000.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
politikesgeuseis.gr,0,1,1,5,0,0,0,0,0,1,1,0,0,1,0,1
fes-romania.org,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1
irmasbeneditinasdp.com.br,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
enigreen.net,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
jppost-ga.co,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
51jianli.cn,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
clever-bhabha.netlify.app,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
roithai.com,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
getactive365.com,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1
manutencaoitauchecks.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
digitalmillionaires.com,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
mail.speedy.com.pk,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
playarprint.com,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
koskas.activehosted.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
venturegroupit.com,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1
turkmcse.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
tsgesg.jdim.com.cn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fashionphotographycourse.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
saadhagaparavaigal.com,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1
arenda167023.000webhostapp.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
viralcc.com,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
loveskinhub.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
ime.uff.br,0,0,1,8,0,0,0,0,0,1,1,0,0,1,0,1
hoobpromoticon.gq,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
caribconnectlaw.com,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
hrweb99.com,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1
assist-att.net,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
kosmetyczka-radzymin.pl,0,0,1,8,0,0,0,1,0,0,0,0,0,1,0,1
newweb99841020lkm-com.preview-domain.com,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
endo.ba,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
bb.alerta-seguranca.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
popaddress.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
u1035597.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
acct-frederickcountymd-inv.com,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1
evisionlegal.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
vardhaman.org,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
uload-300.mountainjaynik.gb.net,0,0,1,5,0,0,0,1,1,1,1,0,0,1,0,1
tr.im,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
165.227.4.30,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
empirerealtycompany.com,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
clayheart.com,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1
expoei.udd.cl,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1
03418f6.netsolhost.com,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
estarjuntosemestarpertoo0.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
bluemarble.cloud,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
thegioisport.com,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1
yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1
girlsgettinggoals.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
mytanfarma.com,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
entraegypt.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1
2lyk-chort.thess.sch.gr,0,0,1,9,0,0,0,1,0,1,1,0,0,1,0,1
ledgerbtc.club,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
atccn3.it,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
civilcontractorsinmumbai.in,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
nectaribate.com.br,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
yopihandrianto.net,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
kurskin.be,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
washpucks.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
zeimbresyxtmupgrdx40rew.jdevcloud.com,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
chillzone.nick.de,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
chat.whatsagp.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
freedentist.net,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1
kjjllgf.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
myappstore.org,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
livenmitac-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
bp-formularios-covid19.azurewebsites.net,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
blog.drall.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
gerdalights.buzz,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
paypalsigninfo.deisemelo.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
soo.gd,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
nicolacirilli.it,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
grottedisaledesenzano.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
dataupdaterequired.site44.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
firesidelodge.net,0,0,1,9,0,0,0,0,0,0,1,0,0,1,0,1
aviationconsultantsworldwide.com,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,1
dunggiodrilling.com,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,1
davidhavenar2311.typeform.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
covid19-seguranca.autosmsbb.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
actiie844.coffeecup.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
treasurechicks.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,1,1
shadetreetechnology.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
shophealthybits.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,0,0,1,0,1
dev.seatassignmate.net,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
pg-series-atendimento.joomla.com,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1
borrachao.com.br,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
dipelnet.com.br,0,0,0,3,0,0,1,0,0,1,1,0,0,1,0,1
zjgsyds.cn,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
kbclotterywinnerz.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
delgadaygordo.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
ertde.club,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
community-ebay-de-diskussionsforen-3ws.html-5.me,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
prettanike.com,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
paypal.co.uk.userrmuqu2y40n5.settingsppup.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
greenwattgroup.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
seetflix.tumblr.com,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
umij.org,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
cremasantiestrias.es,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
mygshock.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
i-grupobancolombia.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
hessdastesge.com,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
art-sticker.fr,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,1
docs.google.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
worldyouthsummit.org,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
farmskinsgiveaway.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ebay.item-23949.co.uk,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
buyxtrixtviptv.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
paypal-support-help-inc.blogspot.be,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
acct-premierhomehealthcare-inv.com,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1
tptelecom.it,0,0,1,6,0,0,0,0,0,0,0,1,0,1,0,1
art-sticker.fr,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,0,0,1,0,1
u1037725.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
rockysite.net,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
snip.ly,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
userxagent98ngnixubu.ga,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
rashetfustuk.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
fanxtv.info,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
chaseon.sytes.net,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
kurortnoye.com.ua,0,1,1,3,0,0,0,0,0,1,1,1,0,1,0,1
hrsoftware.in.th,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
heppler.ch.net2care.com,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1
bd-times.com,0,0,1,6,0,0,0,1,0,0,1,0,0,1,0,1
dzd.rksmb.org,0,0,1,5,0,0,1,0,0,0,1,0,0,1,0,1
vk.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
httpssigninbaydewsbayisapidllsigninruafudejsdederatapidllphpdl.aba.vg,0,0,1,3,0,1,0,0,1,1,1,0,0,1,0,1
grindtimegym.com,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
umnnp-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
mail.beloinox.pl,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
diadiaeconomia.com,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
mail.afirehorse.com,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1
plytecfi-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
bcpzonasegurabeta.viabcp.com.pe.consultas-afp.john-burdett.com,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
sknaquatech.com,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
earlydetectioniskey.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
cellidplus.com,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
mall.ie,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
ayzam.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
etransfer.interac.ca-iris.club,0,0,1,4,0,0,0,1,0,1,1,0,0,1,0,1
idpd.pl,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
icloud.com.support-careplus.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
betasus3.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
malerikonservator.se,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
erdcs.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
venturegroupit.com,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1
sastaservices.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
google.com,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
clinicavirgenasunta.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
simbacorporation.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
sukuntextile.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
po.do,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ettalee.com,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,1
paxful.cam,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
ime.uff.br,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
aurorabusinessunited.org,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1
foxlap.com,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
entraegypt.com,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
justgfx.com,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
shop4you.se,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
laurelmine.xyz,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
itaucard.sac24horas.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
vurl.bz,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
mail.neve-indoor.nl,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,1
bcpzonasegurabeta-viabcp-com.360egyptours.com,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1
odyssee-voyages.fr,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1
collaboration.com.ua,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,1
193.35.48.23,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
worldyouthsummit.org,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
conecteseasuacasa.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
maciel.med.br,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
wpcorporate.sfdevserver.com,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
docs.google.com,0,0,1,2,1,0,0,0,0,1,1,1,0,1,0,1
csgotear.ru,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
kebepxinh.vn,0,1,1,3,0,0,0,0,1,1,1,1,0,1,0,1
oooue.000webhostapp.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
doctorslepchuk.ru,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
sgozq-alternate.app.link,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
id-app.jdevcloud.com,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0,1
lbcpzonasegurabeta.rf.gd,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
maio-em-promocoes.com,0,0,1,3,0,0,0,1,0,0,1,1,1,1,1,1
moc-kompetensresurs.se,0,0,1,5,0,0,0,1,0,0,1,0,0,1,0,1
balletshop.eu,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
xtremefish.su,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
clients.furleypage.co.uk,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
marsold.cl,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
acct-scsouthmountain-inv.me,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1
recovery-support.u718573rwk.ha004.t.justns.ru,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
leadflowgeneration.com,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
planwise.co.za,0,0,1,8,0,0,0,0,0,1,1,0,0,1,0,1
chat-whatsapp.holl45.ga,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
cekilisciniz.net,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
grandmarketltd.co.uk,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,1
dbhpsapts.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
ojcconseil.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
fn-international.com,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1
hotmailsecure.brilliantbokeh.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
stortrk.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
arevszzs.000webhostapp.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
35.188.36.185,1,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
courgeon-immobilier.fr,0,0,1,6,0,0,0,1,0,0,1,0,0,1,0,1
satkom.id,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
somerincare.com,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
vmoremlm.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,0,0,1,0,1
cashwix.com,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
westhorizonfund.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
christiantidings.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
central-de-vendas.com,0,0,1,2,0,0,0,1,0,0,1,1,1,1,1,1
fr.imsly.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
prouns.rs,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1
argag.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1
vibehotels.co.in,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
mail.bancoaztecagt.com,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
ox-aruba.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
banksstink.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1
citigroupsmy.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
securecuserver.co.uk,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
montagnalombardia.xyz,0,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1
sconsumer.e-pagos.cl,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
c1781279.ferozo.com,0,0,1,5,0,0,0,0,0,0,1,1,1,1,1,1
seminarpedia.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
livingwagenyc.org,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,0,0,1,0,1
btc-ex.buzz,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,0,1,1,0,1,0,1
justlookapp.com,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,1
krasn.arkadak.sarmo.ru,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
chinadryer.cn,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
protect-eu.mimecast.com,0,0,1,2,0,0,1,1,0,1,1,0,0,1,0,1
yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1
hwtswecy.livedrive.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
via.bcpsms.vip,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
manidhara.com,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1
activelogisticsltd.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
sushihouse.com.br,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
vadodaramarathon.com,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
americanretrieval-my.sharepoint.com:443,0,0,1,4,0,0,1,1,0,1,1,0,0,1,0,1
shiptoislands.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
ruasepicas.pt,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
taofiklawal.com,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
alquileres.com.py,0,0,1,3,0,0,0,0,1,1,1,0,0,1,0,1
wdestaques15.prime-oportunidades-agora.shop,0,0,1,5,0,0,0,1,0,0,1,1,1,1,1,1
kerryduncan2-live.php5.hostingweb.co.uk,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
my3billing-three.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
officialtobinbell.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
physics.uctm.edu,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
bpl.kr,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
induferram.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
netorgft3927858-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
cembra-ch.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
saleschampion.co.uk,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
ffinam.com,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1
kgmarbledesigns.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
autorizador5.com.br,0,0,1,7,0,0,0,0,0,1,1,0,0,1,0,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
sieck-kuehlsysteme.de,0,1,1,4,0,0,1,1,0,1,1,0,0,1,0,1
golden-puzzled-tailor.glitch.me,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
truckcalling.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
bit-x.ru,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
chase-verification.diligencees.com,0,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1
ndt-college.kz,0,0,1,6,0,0,0,1,1,1,1,0,0,1,0,1
nhc2020.com,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
cittainfinite.eu,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
kaizenpak.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1
pagesyouraccount.cloudns.asia,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
support.zuzugroup.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
lakinshore.buzz,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,0,0,1,0,1
art-sticker.fr,0,0,1,5,0,0,0,1,0,0,0,0,0,1,0,1
garajd.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
viibes.com,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,1
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,1
turkmcse.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
maciel.med.br,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,1
hostiotics.com,0,0,1,4,0,0,0,0,0,0,1,1,0,1,0,1
avaceklpterms.ga,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1
sriaishwaryaconstruction.com,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
advonationusa.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
eth-give.info,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
